date_time,date,A1,A2,nudge
2020年3月7日 09時40分48秒,2020年3月7日,絶対に受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月7日 10時18分16秒,2020年3月7日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月7日 10時23分19秒,2020年3月7日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年3月7日 10時31分02秒,2020年3月7日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年3月7日 10時32分20秒,2020年3月7日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月7日 10時39分14秒,2020年3月7日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年3月7日 10時48分34秒,2020年3月7日,絶対に受ける,絶対に調べる,介入群①（５月・９月・１月生まれ）
2020年3月7日 11時05分43秒,2020年3月7日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年3月7日 11時10分44秒,2020年3月7日,受ける,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年3月7日 11時55分29秒,2020年3月7日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月7日 12時07分50秒,2020年3月7日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年3月7日 12時08分04秒,2020年3月7日,すでに受けた,すでに調べた,統制群（４月・８月・１２月生まれ）
2020年3月7日 12時10分52秒,2020年3月7日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年3月7日 13時02分28秒,2020年3月7日,絶対に受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月7日 13時12分02秒,2020年3月7日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年3月7日 13時17分22秒,2020年3月7日,受ける,すでに調べた,介入群③（７月・１１月・３月生まれ）
2020年3月7日 13時25分01秒,2020年3月7日,絶対に受ける,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年3月7日 13時29分08秒,2020年3月7日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年3月7日 13時40分59秒,2020年3月7日,絶対に受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年3月7日 13時45分00秒,2020年3月7日,すでに受けた,すでに調べた,介入群②（６月・１０月・２月生まれ）
2020年3月7日 13時50分07秒,2020年3月7日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月7日 14時10分55秒,2020年3月7日,絶対に受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年3月7日 14時25分09秒,2020年3月7日,すでに受けた,すでに調べた,介入群②（６月・１０月・２月生まれ）
2020年3月7日 14時31分52秒,2020年3月7日,絶対に受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月7日 14時39分05秒,2020年3月7日,どちらとも言えない,調べる,介入群②（６月・１０月・２月生まれ）
2020年3月7日 14時50分32秒,2020年3月7日,絶対に受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月7日 14時51分56秒,2020年3月7日,絶対に受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月7日 14時59分01秒,2020年3月7日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年3月7日 15時02分16秒,2020年3月7日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月7日 15時10分45秒,2020年3月7日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月7日 15時23分58秒,2020年3月7日,どちらとも言えない,すでに調べた,介入群①（５月・９月・１月生まれ）
2020年3月7日 15時59分50秒,2020年3月7日,どちらとも言えない,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年3月7日 16時39分39秒,2020年3月7日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年3月7日 16時42分28秒,2020年3月7日,絶対に受ける,どちらとも言えない,介入群②（６月・１０月・２月生まれ）
2020年3月7日 17時04分59秒,2020年3月7日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年3月7日 17時10分48秒,2020年3月7日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年3月7日 17時13分36秒,2020年3月7日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年3月7日 17時15分05秒,2020年3月7日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月7日 17時15分24秒,2020年3月7日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年3月7日 17時16分20秒,2020年3月7日,受けない,調べない,介入群①（５月・９月・１月生まれ）
2020年3月7日 17時18分17秒,2020年3月7日,どちらとも言えない,どちらとも言えない,介入群②（６月・１０月・２月生まれ）
2020年3月7日 17時51分43秒,2020年3月7日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年3月7日 18時21分09秒,2020年3月7日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月7日 18時26分50秒,2020年3月7日,絶対に受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年3月7日 18時37分52秒,2020年3月7日,絶対に受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年3月7日 18時39分18秒,2020年3月7日,どちらとも言えない,どちらとも言えない,介入群①（５月・９月・１月生まれ）
2020年3月7日 18時47分19秒,2020年3月7日,絶対に受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月7日 19時04分41秒,2020年3月7日,絶対に受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月7日 19時04分50秒,2020年3月7日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年3月7日 19時11分20秒,2020年3月7日,受ける,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年3月7日 19時15分37秒,2020年3月7日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月7日 19時27分12秒,2020年3月7日,どちらとも言えない,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月7日 19時36分11秒,2020年3月7日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月7日 19時36分39秒,2020年3月7日,絶対に受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年3月7日 19時37分38秒,2020年3月7日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年3月7日 19時44分16秒,2020年3月7日,どちらとも言えない,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月7日 20時06分09秒,2020年3月7日,絶対に受ける,どちらとも言えない,介入群③（７月・１１月・３月生まれ）
2020年3月7日 20時22分15秒,2020年3月7日,絶対に受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年3月7日 20時38分01秒,2020年3月7日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年3月7日 20時46分38秒,2020年3月7日,受ける,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年3月7日 20時54分36秒,2020年3月7日,絶対に受ける,すでに調べた,統制群（４月・８月・１２月生まれ）
2020年3月7日 20時54分42秒,2020年3月7日,受ける,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年3月7日 20時59分10秒,2020年3月7日,受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年3月7日 21時15分20秒,2020年3月7日,すでに受けた,すでに調べた,介入群②（６月・１０月・２月生まれ）
2020年3月7日 21時47分33秒,2020年3月7日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月7日 22時12分32秒,2020年3月7日,受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年3月7日 22時25分48秒,2020年3月7日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年3月7日 22時26分55秒,2020年3月7日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年3月7日 22時46分45秒,2020年3月7日,絶対に受ける,絶対に調べる,介入群①（５月・９月・１月生まれ）
2020年3月7日 22時56分16秒,2020年3月7日,絶対に受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年3月7日 23時01分31秒,2020年3月7日,どちらとも言えない,どちらとも言えない,介入群②（６月・１０月・２月生まれ）
2020年3月7日 23時06分26秒,2020年3月7日,絶対に受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月7日 23時13分31秒,2020年3月7日,絶対に受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月7日 23時57分13秒,2020年3月7日,絶対に受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年3月7日 23時57分48秒,2020年3月7日,どちらとも言えない,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年3月8日 01時12分10秒,2020年3月8日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月8日 07時55分11秒,2020年3月8日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月8日 09時10分17秒,2020年3月8日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月8日 12時46分44秒,2020年3月8日,どちらとも言えない,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年3月10日 13時23分17秒,2020年3月10日,受けない,どちらとも言えない,介入群③（７月・１１月・３月生まれ）
2020年3月10日 13時23分50秒,2020年3月10日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月10日 13時30分31秒,2020年3月10日,受ける,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年3月10日 13時37分39秒,2020年3月10日,すでに受けた,すでに調べた,統制群（４月・８月・１２月生まれ）
2020年3月10日 13時53分17秒,2020年3月10日,どちらとも言えない,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月10日 14時05分02秒,2020年3月10日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月10日 14時23分39秒,2020年3月10日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年3月10日 14時26分01秒,2020年3月10日,絶対に受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年3月10日 14時35分31秒,2020年3月10日,絶対に受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月10日 14時51分12秒,2020年3月10日,どちらとも言えない,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年3月10日 15時06分25秒,2020年3月10日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年3月10日 15時37分04秒,2020年3月10日,絶対に受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年3月10日 15時38分06秒,2020年3月10日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年3月10日 15時55分52秒,2020年3月10日,受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年3月10日 16時29分10秒,2020年3月10日,どちらとも言えない,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年3月10日 16時44分08秒,2020年3月10日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月10日 16時57分30秒,2020年3月10日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年3月10日 17時12分20秒,2020年3月10日,絶対に受ける,絶対に調べる,介入群①（５月・９月・１月生まれ）
2020年3月10日 17時24分12秒,2020年3月10日,受ける,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年3月10日 17時29分08秒,2020年3月10日,絶対に受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月10日 17時35分09秒,2020年3月10日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年3月10日 17時39分44秒,2020年3月10日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月10日 17時57分59秒,2020年3月10日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年3月10日 18時15分06秒,2020年3月10日,すでに受けた,すでに調べた,介入群③（７月・１１月・３月生まれ）
2020年3月10日 18時21分07秒,2020年3月10日,どちらとも言えない,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月10日 18時29分17秒,2020年3月10日,どちらとも言えない,調べる,統制群（４月・８月・１２月生まれ）
2020年3月10日 18時47分52秒,2020年3月10日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年3月10日 18時59分59秒,2020年3月10日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月10日 19時02分27秒,2020年3月10日,受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年3月10日 19時05分46秒,2020年3月10日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月10日 19時14分37秒,2020年3月10日,すでに受けた,すでに調べた,統制群（４月・８月・１２月生まれ）
2020年3月10日 19時21分29秒,2020年3月10日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月10日 19時26分05秒,2020年3月10日,どちらとも言えない,調べる,介入群①（５月・９月・１月生まれ）
2020年3月10日 19時43分13秒,2020年3月10日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年3月10日 19時46分24秒,2020年3月10日,どちらとも言えない,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月10日 19時47分08秒,2020年3月10日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月10日 19時58分53秒,2020年3月10日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年3月10日 20時02分59秒,2020年3月10日,絶対に受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年3月10日 20時04分06秒,2020年3月10日,受ける,どちらとも言えない,介入群③（７月・１１月・３月生まれ）
2020年3月10日 20時33分27秒,2020年3月10日,受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年3月10日 20時36分07秒,2020年3月10日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月10日 20時44分07秒,2020年3月10日,絶対に受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月10日 20時52分08秒,2020年3月10日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月10日 20時57分45秒,2020年3月10日,絶対に受ける,絶対に調べる,介入群①（５月・９月・１月生まれ）
2020年3月10日 20時57分58秒,2020年3月10日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月10日 21時33分53秒,2020年3月10日,絶対に受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年3月10日 21時36分05秒,2020年3月10日,絶対に受ける,絶対に調べる,介入群①（５月・９月・１月生まれ）
2020年3月10日 21時39分21秒,2020年3月10日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年3月10日 21時43分06秒,2020年3月10日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年3月10日 21時57分13秒,2020年3月10日,どちらとも言えない,調べない,介入群③（７月・１１月・３月生まれ）
2020年3月10日 22時04分31秒,2020年3月10日,受けない,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年3月10日 22時26分45秒,2020年3月10日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月10日 22時34分17秒,2020年3月10日,どちらとも言えない,どちらとも言えない,介入群③（７月・１１月・３月生まれ）
2020年3月10日 23時11分29秒,2020年3月10日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年3月10日 23時36分20秒,2020年3月10日,絶対に受ける,絶対に調べる,介入群①（５月・９月・１月生まれ）
2020年3月11日 00時23分35秒,2020年3月11日,絶対に受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年3月11日 00時27分42秒,2020年3月11日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年3月11日 00時40分43秒,2020年3月11日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月11日 01時00分30秒,2020年3月11日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月11日 01時21分48秒,2020年3月11日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年3月11日 04時17分29秒,2020年3月11日,絶対に受ける,どちらとも言えない,介入群③（７月・１１月・３月生まれ）
2020年3月11日 05時56分31秒,2020年3月11日,受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年3月11日 06時05分25秒,2020年3月11日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年3月11日 06時49分20秒,2020年3月11日,すでに受けた,調べない,統制群（４月・８月・１２月生まれ）
2020年3月11日 07時13分07秒,2020年3月11日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月11日 07時31分17秒,2020年3月11日,受ける,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年3月11日 07時32分44秒,2020年3月11日,すでに受けた,すでに調べた,介入群②（６月・１０月・２月生まれ）
2020年3月11日 07時34分33秒,2020年3月11日,絶対に受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年3月11日 07時37分42秒,2020年3月11日,すでに受けた,調べない,介入群②（６月・１０月・２月生まれ）
2020年3月11日 07時48分32秒,2020年3月11日,どちらとも言えない,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月11日 07時53分34秒,2020年3月11日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年3月11日 08時04分32秒,2020年3月11日,絶対に受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年3月11日 08時14分34秒,2020年3月11日,絶対に受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年3月11日 08時34分49秒,2020年3月11日,すでに受けた,すでに調べた,介入群②（６月・１０月・２月生まれ）
2020年3月11日 08時39分41秒,2020年3月11日,受ける,どちらとも言えない,介入群①（５月・９月・１月生まれ）
2020年3月11日 08時41分17秒,2020年3月11日,どちらとも言えない,調べる,介入群②（６月・１０月・２月生まれ）
2020年3月11日 08時42分26秒,2020年3月11日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年3月11日 08時52分00秒,2020年3月11日,受けない,調べない,統制群（４月・８月・１２月生まれ）
2020年3月11日 09時01分00秒,2020年3月11日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月11日 09時06分20秒,2020年3月11日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月11日 09時15分16秒,2020年3月11日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年3月11日 09時32分10秒,2020年3月11日,絶対に受ける,絶対に調べる,介入群①（５月・９月・１月生まれ）
2020年3月11日 09時46分19秒,2020年3月11日,絶対に受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年3月11日 09時48分14秒,2020年3月11日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月11日 10時39分15秒,2020年3月11日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月11日 10時47分36秒,2020年3月11日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月11日 11時05分12秒,2020年3月11日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年3月11日 11時12分03秒,2020年3月11日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年3月11日 11時22分06秒,2020年3月11日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月11日 11時35分53秒,2020年3月11日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月11日 12時18分18秒,2020年3月11日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月11日 12時21分27秒,2020年3月11日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月11日 12時29分41秒,2020年3月11日,受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年3月11日 13時07分49秒,2020年3月11日,絶対に受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年3月11日 13時48分32秒,2020年3月11日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年3月11日 14時09分55秒,2020年3月11日,どちらとも言えない,調べる,統制群（４月・８月・１２月生まれ）
2020年3月11日 15時33分11秒,2020年3月11日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年3月11日 16時11分00秒,2020年3月11日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月11日 16時40分29秒,2020年3月11日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年3月11日 16時47分57秒,2020年3月11日,絶対に受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年3月11日 17時21分55秒,2020年3月11日,すでに受けた,すでに調べた,介入群①（５月・９月・１月生まれ）
2020年3月11日 17時22分39秒,2020年3月11日,どちらとも言えない,調べる,統制群（４月・８月・１２月生まれ）
2020年3月11日 17時40分22秒,2020年3月11日,受けない,調べない,介入群②（６月・１０月・２月生まれ）
2020年3月11日 17時56分07秒,2020年3月11日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年3月11日 18時02分53秒,2020年3月11日,絶対に受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月11日 18時20分19秒,2020年3月11日,受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年3月11日 18時28分21秒,2020年3月11日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月11日 19時05分35秒,2020年3月11日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年3月11日 19時14分58秒,2020年3月11日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年3月11日 19時40分31秒,2020年3月11日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年3月11日 19時45分33秒,2020年3月11日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月11日 19時48分46秒,2020年3月11日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月11日 19時51分59秒,2020年3月11日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年3月11日 19時55分56秒,2020年3月11日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年3月11日 20時19分27秒,2020年3月11日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月11日 20時21分37秒,2020年3月11日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月11日 20時30分16秒,2020年3月11日,絶対に受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月11日 20時32分34秒,2020年3月11日,受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年3月11日 20時49分25秒,2020年3月11日,すでに受けた,すでに調べた,統制群（４月・８月・１２月生まれ）
2020年3月11日 20時50分17秒,2020年3月11日,受ける,どちらとも言えない,介入群②（６月・１０月・２月生まれ）
2020年3月11日 21時23分19秒,2020年3月11日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月11日 21時38分42秒,2020年3月11日,どちらとも言えない,どちらとも言えない,介入群②（６月・１０月・２月生まれ）
2020年3月11日 21時48分58秒,2020年3月11日,絶対に受ける,すでに調べた,統制群（４月・８月・１２月生まれ）
2020年3月11日 21時53分32秒,2020年3月11日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月11日 22時10分43秒,2020年3月11日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月11日 22時14分51秒,2020年3月11日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月11日 22時18分29秒,2020年3月11日,絶対に受ける,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年3月11日 22時20分38秒,2020年3月11日,受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年3月11日 22時29分04秒,2020年3月11日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月11日 22時47分44秒,2020年3月11日,どちらとも言えない,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月11日 22時52分06秒,2020年3月11日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月11日 22時57分06秒,2020年3月11日,受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年3月11日 23時09分17秒,2020年3月11日,受けない,調べない,介入群②（６月・１０月・２月生まれ）
2020年3月11日 23時24分42秒,2020年3月11日,受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年3月12日 00時00分12秒,2020年3月12日,どちらとも言えない,調べる,介入群①（５月・９月・１月生まれ）
2020年3月12日 00時13分44秒,2020年3月12日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月12日 00時22分36秒,2020年3月12日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年3月12日 01時53分45秒,2020年3月12日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年3月12日 02時10分00秒,2020年3月12日,絶対に受ける,どちらとも言えない,介入群③（７月・１１月・３月生まれ）
2020年3月12日 02時12分10秒,2020年3月12日,絶対に受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月12日 03時14分44秒,2020年3月12日,絶対に受ける,絶対に調べる,介入群①（５月・９月・１月生まれ）
2020年3月12日 03時20分09秒,2020年3月12日,絶対に受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年3月12日 03時26分52秒,2020年3月12日,すでに受けた,調べる,介入群①（５月・９月・１月生まれ）
2020年3月12日 05時04分06秒,2020年3月12日,絶対に受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年3月12日 05時20分05秒,2020年3月12日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月12日 06時00分49秒,2020年3月12日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年3月12日 06時22分29秒,2020年3月12日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年3月12日 06時26分51秒,2020年3月12日,絶対に受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月12日 06時33分53秒,2020年3月12日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月12日 06時46分50秒,2020年3月12日,どちらとも言えない,調べる,統制群（４月・８月・１２月生まれ）
2020年3月12日 06時49分30秒,2020年3月12日,どちらとも言えない,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年3月12日 06時50分46秒,2020年3月12日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年3月12日 07時16分47秒,2020年3月12日,絶対に受ける,どちらとも言えない,介入群②（６月・１０月・２月生まれ）
2020年3月12日 07時17分13秒,2020年3月12日,絶対に受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年3月12日 07時40分02秒,2020年3月12日,どちらとも言えない,どちらとも言えない,介入群③（７月・１１月・３月生まれ）
2020年3月12日 07時49分06秒,2020年3月12日,どちらとも言えない,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年3月12日 08時19分28秒,2020年3月12日,絶対に受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年3月12日 08時43分37秒,2020年3月12日,絶対に受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月12日 09時39分19秒,2020年3月12日,どちらとも言えない,どちらとも言えない,介入群③（７月・１１月・３月生まれ）
2020年3月12日 09時54分19秒,2020年3月12日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年3月12日 10時05分51秒,2020年3月12日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年3月12日 11時32分21秒,2020年3月12日,どちらとも言えない,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年3月12日 12時18分50秒,2020年3月12日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年3月12日 12時38分34秒,2020年3月12日,絶対に受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年3月12日 12時42分16秒,2020年3月12日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年3月12日 12時55分16秒,2020年3月12日,すでに受けた,すでに調べた,統制群（４月・８月・１２月生まれ）
2020年3月12日 13時05分24秒,2020年3月12日,すでに受けた,すでに調べた,介入群③（７月・１１月・３月生まれ）
2020年3月12日 14時05分31秒,2020年3月12日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年3月12日 14時10分00秒,2020年3月12日,受けない,調べない,統制群（４月・８月・１２月生まれ）
2020年3月12日 14時54分28秒,2020年3月12日,絶対に受ける,調べる,統制群（４月・８月・１２月生まれ）
